# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 09:21:17 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name	hostname	sy_snum	sy_pnum	discoverymethod	pl_orbper	pl_orbpererr1	pl_orbpererr2	pl_orbperlim	pl_rade	pl_radeerr1	pl_radeerr2	pl_radelim	pl_bmasse	pl_bmasseerr1	pl_bmasseerr2	pl_bmasselim	pl_eqt	pl_eqterr1	pl_eqterr2	pl_eqtlim	sy_dist	sy_disterr1	sy_disterr2
HD 107148 b	HD 107148	2	2	Radial Velocity	48.05600000	0.05700000	-0.05700000	0	9.600			0	66.74100	11.44100	-11.44100	0					49.4156000	0.1160000	-0.1154000
HD 107148 c	HD 107148	2	2	Radial Velocity	18.32670000	0.00220000	-0.00240000	0	4.700			0	19.89606	3.08294	-3.11472	0					49.4156000	0.1160000	-0.1154000
HD 108147 b	HD 108147	1	1	Radial Velocity	10.89850000	0.00450000	-0.00450000	0	10.900			0	82.95000	12.71300	-12.71300	0	890			0	38.9200000	0.0488000	-0.0487000
HD 108202 b	HD 108202	1	1	Radial Velocity	2990.00000000	54.00000000	-51.00000000	0	13.100			0	953.48522	222.47988	-158.91420	0					38.6846000	0.0675000	-0.0673000
HD 108236 b	HD 108236	1	5	Transit	3.79596300	0.00002500	-0.00003400	0	1.615	0.051	-0.051	0	3.24000			0	1099	19	-18	0	64.5978000	0.1943000	-0.1932000
HD 108236 c	HD 108236	1	5	Transit	6.20344900	0.00004900	-0.00004600	0	2.071	0.052	-0.052	0	4.94000			0	932	17	-16	0	64.5978000	0.1943000	-0.1932000
HD 108236 d	HD 108236	1	5	Transit	14.17568500	0.00008300	-0.00010000	0	2.539	0.062	-0.065	0	6.98000			0	708	13	-12	0	64.5978000	0.1943000	-0.1932000
HD 108236 e	HD 108236	1	5	Transit	19.59002500	0.00008300	-0.00008900	0	3.083	0.052	-0.052	0	9.71000			0	636	12	-11	0	64.5978000	0.1943000	-0.1932000
HD 108236 f	HD 108236	1	5	Transit	29.54115000	0.00033000	-0.00042000	0	2.017	0.052	-0.057	0	4.72000			0					64.5978000	0.1943000	-0.1932000
HD 108341 b	HD 108341	2	1	Radial Velocity	1129.00000000	6.00000000	-8.00000000	0	13.300			0	715.11392	225.65817	-79.45710	0					48.9102000	0.0618000	-0.0615000
HD 108863 b	HD 108863	1	1	Radial Velocity	437.70000000	2.80000000	-2.80000000	0	13.300			0	767.24162	24.79074	-24.79074	0					164.7420000	1.3265000	-1.3265000
HD 108874 b	HD 108874	1	2	Radial Velocity	394.48123000	0.60000000	-0.60000000	0	13.600			0	451.31860	28.60470	-28.60470	0					59.5175000	0.1585000	-0.1576000
HD 108874 c	HD 108874	1	2	Radial Velocity	1624.00000000	23.00000000	-23.00000000	0	13.800			0	314.64000	19.07000	-19.07000	0					59.5175000	0.1585000	-0.1576000
HD 109246 b	HD 109246	1	1	Radial Velocity	68.27000000	0.13000000	-0.13000000	0	13.900			0	273.33380	79.45750	-79.45750	0					67.8349000	0.1236000	-0.1232000
HD 109271 b	HD 109271	1	2	Radial Velocity	7.85430000	0.00090000	-0.00090000	0	4.310			0	17.16200	1.27100	-1.27100	0					55.8716000	0.2082000	-0.2068000
HD 109271 c	HD 109271	1	2	Radial Velocity	30.93000000	0.02000000	-0.02000000	0	5.270			0	24.15400	2.22500	-2.22500	0					55.8716000	0.2082000	-0.2068000
HD 109286 b	HD 109286	1	1	Radial Velocity	520.10000000	2.30000000	-2.30000000	0	13.200			0	950.30694	47.67426	-47.67426	0	259	6	-6	0	55.4156000	0.1570000	-0.1562000
HD 109749 b	HD 109749	2	1	Radial Velocity	5.23989100	0.00009900	-0.00009900	0	11.100			0	85.81410	14.30235	-14.30235	0					63.0821000	0.2965000	-0.2938000
HD 10975 b	HD 10975	1	1	Radial Velocity	283.80000000	12.70000000	-0.10000000	0	14.300			0	143.02278	19.06970	-47.67426	0					116.5060000	0.9750000	-0.9750000
HD 109833 b	HD 109833	1	2	Transit	9.18852600	0.00002600	-0.00002600	0	2.888	0.152	-0.127	0	8.69000			0	786			0	79.5561000	0.1488000	-0.1483000
HD 109833 c	HD 109833	1	2	Transit	13.90014800	0.00005700	-0.00005700	0	2.590	0.196	-0.175	0	7.22000			0	757			0	79.5561000	0.1488000	-0.1483000
HD 109988 b	HD 109988	1	1	Radial Velocity	17132.15854000	3942.55441000	-2033.89457000	0	12.100			0	6935.33367	719.88134	-1320.57703	0					42.5279000	0.0817000	-0.0813000
HD 110014 b	HD 110014	1	1	Radial Velocity	835.47700000	6.04000000	-6.04000000	0	12.400			0	3524.59000	317.82000	-317.82000	0					100.7580000	1.9731500	-1.9731500
HD 110067 b	HD 110067	3	6	Transit	9.11367800	0.00001000	-0.00001000	0	2.200	0.030	-0.030	0	5.69000	1.78000	-1.82000	0	800	10	-10	0	32.1585000	0.0572000	-0.0569000
HD 110067 c	HD 110067	3	6	Transit	13.67369400	0.00002400	-0.00002400	0	2.388	0.036	-0.036	0	6.30000			1	699	9	-9	0	32.1585000	0.0572000	-0.0569000
HD 110067 d	HD 110067	3	6	Transit	20.51961700	0.00004000	-0.00004000	0	2.852	0.039	-0.039	0	8.52000	3.31000	-3.25000	0	602	8	-8	0	32.1585000	0.0572000	-0.0569000
HD 110067 e	HD 110067	3	6	Transit	30.79309100	0.00001200	-0.00001200	0	1.940	0.040	-0.040	0	3.90000			1	533	7	-7	0	32.1585000	0.0572000	-0.0569000
HD 110067 f	HD 110067	3	6	Transit	41.05854000	0.00010000	-0.00010000	0	2.601	0.042	-0.042	0	5.04000	1.89000	-1.94000	0	489	6	-6	0	32.1585000	0.0572000	-0.0569000
HD 110067 g	HD 110067	3	6	Transit	54.76992000	0.00020000	-0.00020000	0	2.607	0.052	-0.052	0	8.40000			1	440	6	-6	0	32.1585000	0.0572000	-0.0569000
HD 110082 b	HD 110082	2	1	Transit	10.18271000	0.00004000	-0.00004000	0	3.200	0.100	-0.100	0	10.30000			0	957			0	105.0960000	0.2660000	-0.2660000
HD 110113 b	HD 110113	1	2	Transit	2.54100000	0.00050000	-0.00100000	0	2.050	0.120	-0.120	0	4.55000	0.62000	-0.62000	0	1371	14	-14	0	106.3070000	0.7240000	-0.7150000
HD 110113 c	HD 110113	1	2	Radial Velocity	6.74400000	0.00800000	-0.00900000	0	2.114	4.644	-4.644	0	10.50000	1.20000	-1.20000	0	990	10	-10	0	106.3070000	0.7240000	-0.7150000
HD 110537 b	HD 110537	1	1	Radial Velocity	24469.67342000	9917.49437000	-7987.53151000	0	11.900			0	8612.83200	4053.90133	-2857.27738	0					45.0858000	0.0975000	-0.0970000
HD 11112 b	HD 11112	1	1	Radial Velocity	17244.90764000	3936.68342000	-1253.09468000	0	12.600			0	2598.56506	199.27841	-1017.05090	0					44.3804000	0.0549000	-0.0548000
HD 111232 b	HD 111232	1	2	Radial Velocity	1169.13202000	0.61380000	-0.39663000	0	12.600			0	2531.50326	358.51044	-152.23981	0					28.9571000	0.0362000	-0.0361000
HD 111232 c	HD 111232	1	2	Radial Velocity	26472.44623000	5155.42268000	-4507.69327000	0	12.200			0	5740.93452	1337.73977	-512.33939	0					28.9571000	0.0362000	-0.0361000
HD 111591 b	HD 111591	1	1	Radial Velocity	1056.40000000	14.30000000	-14.30000000	0	12.900			0	1398.45200	127.13200	-127.13200	0					114.1660000	0.7020000	-0.6930000
HD 111998 b	HD 111998	1	1	Radial Velocity	810.00000000	6.00000000	-5.00000000	0	12.900			0	1525.57635	63.56568	-63.56568	0					33.2237000	0.0603000	-0.0600000
HD 112300 b	HD 112300	1	1	Radial Velocity	466.63000000	1.47000000	-1.28000000	0	12.200			0	5031.22368	740.54019	-870.84984	0					62.0732400	3.3907200	-3.3907200
HD 112570 b	HD 112570	1	1	Radial Velocity	2615.00000000	85.00000000	-77.00000000	0	13.100			0	1086.97315	444.95977	-266.97586	0					101.1660000	0.4790000	-0.4740000
HD 112640 b	HD 112640	1	1	Radial Velocity	613.20000000	5.80000000	-5.80000000	0	12.900			0	1589.15000	317.83000	-317.83000	0					323.3350000	2.4960000	-2.4580000
HD 113337 b	HD 113337	1	2	Radial Velocity	317.58639000	1.62423000	-1.43010000	0	13.100			0	1035.80278	119.82131	-129.99182	0					36.1800000	0.0565000	-0.0563000
HD 113337 c	HD 113337	1	2	Radial Velocity	5429.93477000	452.06707000	-283.91966000	0	12.100			0	6299.67686	772.32303	-818.40815	0					36.1800000	0.0565000	-0.0563000
HD 11343 c	HIP 8541	2	2	Radial Velocity	228.53731000	3.24097000	-3.78842000	0	13.900			0	255.53404	52.75952	-50.85255	0					155.1210000	0.6380000	-0.6340000
HD 113538 b	HD 113538	1	2	Radial Velocity	663.20000000	8.40000000	-7.40000000	0	13.200			0	114.41000	12.71000	-12.71000	0					16.2817000	0.0139000	-0.0140000
HD 113538 c	HD 113538	1	2	Radial Velocity	1818.00000000	25.00000000	-22.00000000	0	13.800			0	295.57000	19.07000	-19.07000	0					16.2817000	0.0139000	-0.0140000
HD 113996 b	HD 113996	2	1	Radial Velocity	610.20000000	3.80000000	-3.80000000	0	12.700			0	2002.32900	317.83000	-317.83000	0					116.3340000	5.3320000	-4.8900000
HD 114082 b	HD 114082	1	1	Radial Velocity	109.75000000	0.40000000	-0.37000000	0	11.209	0.336	-0.336	0	2542.62726	317.82841	-317.82841	0					95.3906000	0.4518000	-0.4476000
HD 114386 b	HD 114386	1	1	Radial Velocity	937.70001000	16.00000000	-16.00000000	0	13.700			0	362.32620	41.31790	-41.31790	0					27.9243000	0.0404000	-0.0404000
HD 114729 b	HD 114729	2	1	Radial Velocity	1121.79000000	3.53000000	-3.43000000	0	13.900			0	262.20975	2.22481	-2.22481	0					37.8063000	0.0518000	-0.0517000
HD 114783 b	HD 114783	1	2	Radial Velocity	493.70000000	1.80000000	-1.80000000	0	13.700			0	349.60000	19.07000	-19.07000	0					21.0628000	0.0285000	-0.0284000
HD 114783 c	HD 114783	1	2	Radial Velocity	4352.00000000	88.00000000	-76.00000000	0	13.400			0	603.87397	158.91420	-127.13136	0					21.0628000	0.0285000	-0.0284000
HD 11505 b	HD 11505	1	1	Radial Velocity	32669.22247000	12712.99788000	-7172.26632000	0	12.600			0	2510.52659	1031.35318	-541.26178	0					38.9679000	0.1628000	-0.1615000
HD 11506 b	HD 11506	1	3	Radial Velocity	1613.74017000	4.33630000	-4.52954000	0	12.900			0	1551.00263	631.20722	-105.83686	0					51.2610000	0.1351000	-0.1343000
HD 11506 c	HD 11506	1	3	Radial Velocity	223.95986000	0.67408000	-0.64624000	0	13.400			0	117.27868	12.71314	-14.93794	0					51.2610000	0.1351000	-0.1343000
HD 11506 d	HD 11506	1	3	Radial Velocity	14723.57452000	2801.31728000	-2758.84505000	0	12.600			0	2346.52713	640.42424	-344.84382	0					51.2610000	0.1351000	-0.1343000
HD 115404 A b	HD 115404 A	1	2	Radial Velocity	10.49488000	0.00141000	-0.00167000	0	6.090			0	30.82936	6.35657	-6.99222	0					10.9816000	0.0044000	-0.0044000
HD 115404 A c	HD 115404 A	1	2	Radial Velocity	15319.22517000	7240.32595000	-3541.36457000	0	12.500			0	3279.67133	468.16124	-384.25454	0					10.9816000	0.0044000	-0.0044000
HD 115954 b	HD 115954	1	1	Radial Velocity	3700.00000000	1500.00000000	-390.00000000	0	12.600			0	2685.65004	193.87533	-146.20107	0	145	8	-13	0	87.6437000	0.2763000	-0.2747000
HD 116029 b	HD 116029	2	2	Radial Velocity	670.00000000	11.00000000	-11.00000000	0	13.600			0	444.96200	92.17070	-92.17070	0					123.2450000	0.5880000	-0.5880000
HD 116029 c	HD 116029	2	2	Radial Velocity	907.00000000	30.00000000	-29.00000000	0	13.700			0	403.64410	47.67450	-47.67450	0					123.2450000	0.5880000	-0.5880000
HD 117207 b	HD 117207	1	1	Radial Velocity	2621.75000000	8.37000000	-8.53000000	0	13.400			0	669.34663	50.85255	-28.28673	0					32.3547000	0.0524000	-0.0522000
HD 11755 b	HD 11755	1	1	Radial Velocity	433.70001000	3.20000000	-3.20000000	0	12.800			0	1789.38290	292.40360	-292.40360	0					235.0450000	1.6160000	-1.5950000
HD 117618 b	HD 117618	1	1	Radial Velocity	25.80000000	0.00400000	-0.00400000	0	8.590			0	55.30242	4.44962	-4.44962	0					37.7781000	0.0924000	-0.0919000
HD 118203 b	HD 118203	1	2	Radial Velocity	6.13498900	0.00000130	-0.00000130	0	12.554	1.009	-1.009	0	693.50158	10.48834	-10.48834	0	1371	16	-17	0	92.2589000	0.2364000	-0.2352000
HD 118203 c	HD 118203	1	2	Radial Velocity	5070.00000000	240.00000000	-230.00000000	0	12.400			0	3527.89532	413.17693	-317.82841	0	146	3	-3	0	92.2589000	0.2364000	-0.2352000
HD 11964 b	HD 11964	2	2	Radial Velocity	1945.00000000	26.00000000	-26.00000000	0	14.100			0	198.00000	18.00000	-18.00000	0					33.5369000	0.0428000	-0.0428000
HD 11964 c	HD 11964	2	2	Radial Velocity	37.91000000	0.04100000	-0.04100000	0	5.380			0	25.00000	3.10000	-3.10000	0					33.5369000	0.0428000	-0.0428000
HD 11977 b	HD 11977	1	1	Radial Velocity	711.00000000	8.00000000	-8.00000000	0	12.700			0	2080.00000			0					67.9331000	0.7082500	-0.7082500
HD 120084 b	HD 120084	1	1	Radial Velocity	2142.00000000	9.00000000	-9.00000000	0	12.700			0	2034.10180	921.70238	-603.87397	0					103.0440000	0.5175000	-0.5175000
HD 121504 b	HD 121504	1	1	Radial Velocity	63.33000000	0.03000000	-0.03000000	0	13.600			0	479.92330	41.31790	-41.31790	0					41.6592000	0.0690000	-0.0687000
HD 12235 b	HD 12235	1	2	Radial Velocity	4.36305000	0.00025000	-0.00042000	0	3.230			0	10.48834	1.27131	-1.58914	0					31.7627000	0.1073000	-0.1066000
HD 12235 c	HD 12235	1	2	Radial Velocity	36336.70679000	9732.19598000	-6058.52006000	0	12.500			0	3135.69506	1013.87262	-566.05239	0					31.7627000	0.1073000	-0.1066000
HD 122562 c	HD 122562	1	1	Radial Velocity	84.96276000	0.34670000	-0.47059000	0	10.100			0	73.10053	14.30228	-20.65885	0					53.2528000	0.1223000	-0.1218000
HD 124330 b	HD 124330	1	1	Radial Velocity	270.66000000	1.21000000	-1.21000000	0	14.000			0	238.37131	19.06970	-19.06970	0					60.1977000	0.1025000	-0.1022000
HD 12484 b	HD 12484	1	1	Radial Velocity	58.83000000	0.08000000	-0.08000000	0	13.200			0	947.13340	44.49620	-44.49620	0					48.3367000	0.1378000	-0.1370000
HD 125271 b	HD 125271	1	1	Radial Velocity	14901.99295000	3707.63683000	-3025.64091000	0	12.400			0	3465.60095	596.24609	-398.23899	0					39.3466000	0.0672000	-0.0670000
HD 125390 b	HD 125390	1	1	Radial Velocity	1757.39151000	4.66922000	-5.44185000	0	11.900			0	8646.20398	1311.99566	-99.48029	0					153.6470000	0.8540000	-0.8540000
HD 125595 b	HD 125595	1	1	Radial Velocity	9.67370000	0.00390000	-0.00390000	0	2.400			0	6.35660	3.17830	-3.17830	0					28.1989000	0.0611000	-0.0609000
HD 125612 b	HD 125612	2	3	Radial Velocity	557.69994000	0.68131000	-0.69344000	0	13.200			0	945.22168	77.86796	-81.99973	0					57.6207000	0.1644000	-0.1635000
HD 125612 c	HD 125612	2	3	Radial Velocity	4.15466000	0.00043000	-0.00040000	0	4.070			0	15.57359	2.54263	-2.86046	0					57.6207000	0.1644000	-0.1635000
HD 125612 d	HD 125612	2	3	Radial Velocity	2822.72698000	15.02596000	-15.41723000	0	12.700			0	2281.37231	296.21608	-141.43364	0					57.6207000	0.1644000	-0.1635000
HD 12648 b	HD 12648	1	1	Radial Velocity	133.60001000	0.50000000	-0.50000000	0	13.400			0	622.94680	69.92260	-69.92260	0					182.1920000	0.9510000	-0.9410000
HD 126525 b	HD 126525	1	1	Radial Velocity	960.41000000	6.19000000	-6.33000000	0	10.300			0	75.32571	0.63566	-0.63566	0					37.6506000	0.0665000	-0.0663000
HD 12661 b	HD 12661	1	2	Radial Velocity	262.70862000	0.08300000	-0.08300000	0	13.300			0	772.32690	44.49620	-44.49620	0					37.8478000	0.0633000	-0.0630000
HD 12661 c	HD 12661	1	2	Radial Velocity	1708.00000000	14.00000000	-14.00000000	0	13.400			0	575.88400	15.25500	-15.25500	0					37.8478000	0.0633000	-0.0630000
HD 126614 b	HD 126614	3	1	Radial Velocity	1257.25303000	5.95652000	-6.18760000	0	12.700			0	107.74383	64.83700	-6.03874	0					73.0961000	0.2453000	-0.2436000
HD 127506 b	HD 127506	1	1	Radial Velocity	65.78395000	0.34360000	-0.25547000	0	5.670			0	27.33324	5.08525	-7.94571	0					22.5279000	0.0189000	-0.0190000
HD 128311 b	HD 128311	1	2	Radial Velocity	453.01900000	0.40400000	-0.40400000	0	13.500			0	562.24127	7.31009	-7.31009	0					16.3292000	0.0199000	-0.0198000
HD 128311 c	HD 128311	1	2	Radial Velocity	921.53800000	1.15000000	-1.15000000	0	13.000			0	1204.25787	293.67492	-137.30256	0					16.3292000	0.0199000	-0.0198000
HD 128356 b	HD 128356	1	1	Radial Velocity	298.20000000	1.60000000	-1.60000000	0	13.900			0	282.86870	22.24810	-22.24810	0					26.1548000	0.0446000	-0.0445000
HD 129445 b	HD 129445	1	1	Radial Velocity	1840.00000000	55.00000000	-55.00000000	0	13.300			0	797.74930	349.61125	-171.62734	0					67.4386000	0.1609000	-0.1601000
HD 130322 b	HD 130322	1	1	Radial Velocity	10.70871000	0.00018000	-0.00018000	0	13.700			0	365.49000			0	720			0	31.8766000	0.0729000	-0.0727000
HD 131496 b	HD 131496	1	1	Radial Velocity	896.00000000	16.00000000	-16.00000000	0	13.400			0	572.09400	31.78300	-31.78300	0					131.8490000	1.1530000	-1.1530000
HD 13167 b	HD 13167	1	1	Radial Velocity	2613.00000000	17.00000000	-17.00000000	0	13.100			0	1052.01730	50.85280	-50.85280	0					148.9340000	1.0920000	-1.0760000
HD 13189 b	HD 13189	1	1	Radial Velocity	471.60001000	6.00000000	-6.00000000	0	12.400			0	3480.23850	928.06360	-928.06360	0					497.8230000	15.5170000	-15.5170000
HD 132406 b	HD 132406	1	1	Radial Velocity	908.00000000	16.00000000	-16.00000000	0	12.800			0	1887.90074	206.58846	-187.51876	0					70.7832000	0.1387000	-0.1381000
HD 132563 b	HD 132563	3	1	Radial Velocity	1544.00000000	34.00000000	-34.00000000	0	13.600			0	473.54700	28.60350	-28.60350	0					105.1550000	0.2820000	-0.2820000
HD 133131 A b	HD 133131 A	2	3	Radial Velocity	649.00000000	3.00000000	-3.00000000	0	13.600			0	451.31860	12.71320	-12.71320	0					51.4736000	0.1491000	-0.1483000
HD 133131 A c	HD 133131 A	2	3	Radial Velocity	3568.00000000	1084.00000000	-1084.00000000	0	14.300			0	133.48860	47.67450	-47.67450	0					51.4736000	0.1491000	-0.1483000
HD 133131 B b	HD 133131 B	2	3	Radial Velocity	5769.00000000	831.00000000	-831.00000000	0	13.300			0	794.57500	15.89150	-15.89150	0					51.2993000	0.1684000	-0.1673000
HD 134060 b	HD 134060	1	2	Radial Velocity	3.26960000	0.00010000	-0.00010000	0	3.160			0	10.10000	0.79000	-0.75000	0					24.0125000	0.0204000	-0.0203000
HD 134060 c	HD 134060	1	2	Radial Velocity	1291.56460000	48.03330000	-44.21970000	0	5.910			0	29.29000	4.43000	-4.24000	0					24.0125000	0.0204000	-0.0203000
HD 134606 b	HD 134606	1	5	Radial Velocity	12.08900000	0.00160000	-0.00150000	0	2.970			0	9.09000	0.64000	-0.63000	0					26.7909000	0.0204000	-0.0205000
HD 134606 c	HD 134606	1	5	Radial Velocity	58.88300000	0.04100000	-0.03900000	0	3.370			0	11.31000	1.00000	-0.99000	0					26.7909000	0.0204000	-0.0205000
HD 134606 d	HD 134606	1	5	Radial Velocity	966.50000000	5.30000000	-6.90000000	0	7.590			0	44.80000	2.90000	-2.90000	0					26.7909000	0.0204000	-0.0205000
HD 134606 e	HD 134606	1	5	Radial Velocity	4.32030000	0.00051000	-0.00047000	0	1.330			0	2.34000	0.35000	-0.34000	0					26.7909000	0.0204000	-0.0205000
HD 134606 f	HD 134606	1	5	Radial Velocity	26.91500000	0.01600000	-0.01600000	0	2.240			0	5.63000	0.72000	-0.69000	0					26.7909000	0.0204000	-0.0205000
HD 134987 b	HD 134987	1	2	Radial Velocity	258.17999000	0.07000000	-0.07000000	0	13.500			0	511.70630	22.24810	-22.24810	0					26.1804000	0.0516000	-0.0515000
HD 134987 c	HD 134987	1	2	Radial Velocity	5000.00000000	400.00000000	-400.00000000	0	13.900			0	260.00000	10.00000	-10.00000	0					26.1804000	0.0516000	-0.0515000
HD 135625 b	HD 135625	1	1	Radial Velocity	4055.00000000	45.00000000	-44.00000000	0	13.300			0	731.00534	254.26273	-95.34852	0					56.5180000	0.1166000	-0.1160000
HD 135694 b	HD 135694	1	1	Transit	15.92346000	0.00003800	-0.00003800	0	2.532	0.084	-0.070	0	6.10000	1.80000	-1.80000	0	751	13	-12	0	73.8713000	0.1439000	-0.1434000
HD 135872 b	HD 135872	1	1	Radial Velocity	2422.32597000	571.78773000	-231.95308000	0	12.800			0	1744.56013	458.62639	-31.14718	0					82.4251000	0.3022000	-0.3022000
HD 136118 b	HD 136118	1	1	Radial Velocity	1187.59765000	2.22732000	-2.38111000	0	12.300			0	4164.18779	428.75052	-402.05293	0					51.4359000	0.1984000	-0.1969000
HD 136352 b	HD 136352	1	3	Radial Velocity	11.57797000	0.00008000	-0.00013000	0	1.664	0.043	-0.043	0	4.72000	0.42000	-0.42000	0	905	14	-14	0	14.6820000	0.0199000	-0.0198000
HD 136352 c	HD 136352	1	3	Radial Velocity	27.59221000	0.00011000	-0.00011000	0	2.916	0.075	-0.073	0	11.24000	0.65000	-0.63000	0	677	11	-11	0	14.6820000	0.0199000	-0.0198000
HD 136352 d	HD 136352	1	3	Radial Velocity	107.24500000	0.05000000	-0.05000000	0	2.562	0.088	-0.079	0	8.82000	0.93000	-0.92000	0	431	7	-7	0	14.6820000	0.0199000	-0.0198000
HD 136418 b	HD 136418	1	1	Radial Velocity	464.29999000	3.20000000	-3.20000000	0	13.300			0	680.15620	47.67450	-47.67450	0					105.1680000	0.3110000	-0.3100000
HD 136925 b	HD 136925	1	1	Radial Velocity	4540.00000000	160.00000000	-140.00000000	0	13.900			0	266.97586	24.79062	-23.51930	0					47.8740000	0.2448000	-0.2423000
HD 13724 c	HD 13724	1	1	Radial Velocity	142.22895000	0.58279000	-0.17514000	0	8.180			0	50.85255	7.94571	-6.67440	0					43.4650000	0.0528000	-0.0527000
HD 137388 b	HD 137388	1	1	Radial Velocity	330.00000000	3.00000000	-3.00000000	0	9.320			0	63.56600	6.35660	-6.35660	0					40.4841000	0.0540000	-0.0540000
HD 137496 b	HD 137496	1	2	Transit	1.62116000	0.00007910	-0.00008060	0	1.310	0.060	-0.050	0	4.04000	0.55000	-0.55000	0	2130	30	-29	0	155.3170000	1.7390000	-1.7020000
HD 137496 c	HD 137496	1	2	Radial Velocity	479.90000000	1.10000000	-1.00000000	0	12.600			0	2434.56560	34.96112	-34.96112	0	370	5	-5	0	155.3170000	1.7390000	-1.7020000
HD 13808 b	HD 13808	1	2	Radial Velocity	14.18150000	0.00150000	-0.00150000	0	3.350			0	11.20000	1.20000	-0.66000	0					28.2305000	0.0257000	-0.0258000
HD 13808 c	HD 13808	1	2	Radial Velocity	53.75300000	0.05000000	-0.08200000	0	3.130			0	9.96000	1.80000	-0.96000	0					28.2305000	0.0257000	-0.0258000
HD 13908 b	HD 13908	1	2	Radial Velocity	19.38200000	0.00600000	-0.00600000	0	13.900			0	274.91000	11.12000	-11.12000	0					79.5515000	0.2196000	-0.2185000
HD 13908 c	HD 13908	1	2	Radial Velocity	931.00000000	17.00000000	-17.00000000	0	12.800			0	1630.40000	79.45000	-79.45000	0					79.5515000	0.2196000	-0.2185000
HD 13931 b	HD 13931	1	1	Radial Velocity	4218.00000000	390.00000000	-390.00000000	0	13.200			0	889.91954	257.44101	-203.41018	0					47.3963000	0.1446000	-0.1438000
HD 139357 b	HD 139357	1	1	Radial Velocity	1124.79139000	11.83794000	-9.83725000	0	12.100			0	6315.56828	1403.53025	-1093.01189	0					112.0900000	0.6980000	-0.6980000
HD 1397 b	HD 1397	1	1	Transit	11.53533000	0.00079000	-0.00080000	0	11.500	0.280	-0.303	0	131.89945	6.35660	-6.35660	0	1228	10	-10	0	79.5702000	0.1738000	-0.1731000
HD 14067 b	HD 14067	1	1	Radial Velocity	2744.00000000	16.00000000	-14.00000000	0	12.200			0	4862.77463	1970.53612	-1430.22783	0					142.0240000	0.8450000	-0.8350000
HD 140901 b	HD 140901	1	2	Radial Velocity	9.02378000	0.00013000	-0.00123000	0	4.070			0	15.57359	0.63566	-2.54263	0					15.2528000	0.0112000	-0.0112000
HD 140901 c	HD 140901	1	2	Radial Velocity	14386.00000000	8099.00000000	-4415.00000000	0	13.400			0	572.09113	158.91420	-158.91420	0					15.2528000	0.0112000	-0.0112000
HD 141004 b	HD 141004	1	1	Radial Velocity	15.50830000	0.00160000	-0.00180000	0	3.770			0	13.63484	1.46201	-1.46201	0					11.8148000	0.0361000	-0.0359000
HD 141399 b	HD 141399	1	4	Radial Velocity	94.44000000	0.05000000	-0.05000000	0	14.300			0	143.34133	9.53490	-9.53490	0					37.0169000	0.0330000	-0.0329000
HD 141399 c	HD 141399	1	4	Radial Velocity	201.99000000	0.08000000	-0.08000000	0	13.600			0	422.71390	25.42640	-25.42640	0					37.0169000	0.0330000	-0.0329000
HD 141399 d	HD 141399	1	4	Radial Velocity	1069.80000000	6.70000000	-6.70000000	0	13.700			0	375.03940	25.42640	-25.42640	0					37.0169000	0.0330000	-0.0329000
HD 141399 e	HD 141399	1	4	Radial Velocity	5000.00000000	560.00000000	-2000.00000000	0	14.100			0	209.76780	31.78300	-31.78300	0					37.0169000	0.0330000	-0.0329000
HD 141937 b	HD 141937	1	1	Radial Velocity	653.21997000	1.20000000	-1.20000000	0	12.500			0	3079.77270	127.13200	-127.13200	0					33.3622000	0.0719000	-0.0717000
HD 142 A d	HD 142	2	3	Radial Velocity	108.45299000	0.09021000	-0.08819000	0	10.900			0	82.63539	10.17051	-11.44182	0					26.1853000	0.0449000	-0.0446000
