# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:40:09 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_trandur:     Transit Duration [hours]
#
pl_name,pl_orbper,pl_rade,pl_trandur
Kepler-47 d,187.36600000,7.040,
Kepler-471 b,5.01423457,14.960,4.6115300
Kepler-472 b,4.17625551,3.220,3.7012000
Kepler-473 b,14.55731705,4.080,7.7724000
Kepler-474 b,5.66067294,3.060,4.6722000
Kepler-475 b,3.10550819,2.490,1.7210000
Kepler-476 b,14.00640607,3.080,4.6809000
Kepler-477 b,11.11990653,2.070,3.3296000
Kepler-478 b,13.22175760,2.710,2.9069000
Kepler-479 b,12.49341307,2.120,2.2382000
Kepler-48 b,4.77800000,1.880,
Kepler-48 c,9.67395000,2.710,
Kepler-48 d,42.89610000,2.040,
Kepler-480 b,4.91958380,2.780,4.1876000
Kepler-481 b,10.06082567,2.500,4.5782000
Kepler-482 b,56.35418576,2.360,3.2900000
Kepler-483 b,30.22910400,3.210,6.4658000
Kepler-484 b,10.04556931,2.280,3.1986000
Kepler-485 b,3.24325980,14.410,3.0359800
Kepler-487 b,15.35876840,11.420,4.1452000
Kepler-487 c,38.65199760,2.680,6.3360000
Kepler-487 d,2.41839004,2.775,
Kepler-489 b,17.27629612,7.720,3.9433200
Kepler-49 b,7.20000000,2.579,
Kepler-49 c,10.91000000,2.444,
Kepler-49 d,2.57654900,1.600,1.5970000
Kepler-49 e,18.59610800,1.560,2.1640000
Kepler-490 b,3.26869515,11.650,3.4531500
Kepler-491 b,4.22538451,8.920,2.8182900
Kepler-493 b,3.00387658,15.130,3.2585000
Kepler-495 b,3.41303622,5.230,2.6075300
Kepler-495 c,5.89660978,1.219,
Kepler-496 b,8.30864937,2.320,3.2210000
Kepler-497 b,3.57320367,6.040,2.8837000
Kepler-498 b,9.61375356,3.030,4.7305000
Kepler-499 b,5.63252845,2.170,2.1530000
Kepler-5 b,3.54846570,15.984,
Kepler-50 b,7.81254000,1.710,3.8000000
Kepler-50 c,9.37647000,2.170,2.0600000
Kepler-500 b,8.50832440,2.580,3.5033000
Kepler-501 b,5.64067757,4.300,2.9016000
Kepler-501 c,3.62276006,1.681,
Kepler-502 b,4.28686431,4.770,4.4231000
Kepler-504 b,9.54927542,1.590,1.7722000
Kepler-505 b,27.52197994,2.600,4.0704000
Kepler-506 b,6.88340550,2.730,2.0651000
Kepler-507 b,3.56809693,1.300,3.2455000
Kepler-508 b,25.30889748,1.640,5.6829000
Kepler-509 b,41.74600392,2.490,4.6058000
Kepler-51 b,45.15400000,7.100,
Kepler-51 c,85.31200000,9.000,
Kepler-51 d,130.19400000,9.700,
Kepler-510 b,19.55659418,2.470,8.0855000
Kepler-511 b,296.63786500,6.350,16.2231000
Kepler-511 c,26.62949944,4.210,
Kepler-512 b,34.43587975,2.690,5.8266000
Kepler-513 b,28.86235584,2.200,5.2042000
Kepler-514 b,5.65179605,1.720,2.9289000
Kepler-515 b,19.96371318,1.460,2.4825000
Kepler-516 b,24.85462415,5.740,8.9587000
Kepler-517 b,60.92832271,2.670,6.3262000
Kepler-518 b,8.51203588,2.110,2.1916000
Kepler-519 b,24.30789460,2.100,2.5981000
Kepler-52 b,7.87735650,2.100,2.4223000
Kepler-52 c,16.38500210,1.840,3.1252000
Kepler-52 d,36.44517100,1.950,4.1530000
Kepler-520 b,19.67416124,1.660,3.5985000
Kepler-520 c,5.21104261,1.070,3.3011000
Kepler-521 b,22.20813214,3.180,7.3225000
Kepler-522 b,38.58422849,6.910,10.3683000
Kepler-523 b,5.83598311,1.960,2.0601000
Kepler-524 b,7.97419807,1.910,5.3605000
Kepler-524 c,1.88897906,0.960,3.2460000
Kepler-525 b,18.68404933,2.630,6.9070000
Kepler-526 b,5.45849832,1.990,4.0346000
Kepler-527 b,13.28535633,2.840,6.1801000
Kepler-528 b,19.78297415,2.080,5.4661000
Kepler-529 b,1.98035766,1.860,2.4332000
Kepler-529 c,12.83450220,2.000,3.2666000
Kepler-529 d,35.86619949,2.795,
Kepler-53 b,18.64895250,2.890,4.4815000
Kepler-53 c,38.55830380,3.170,5.0162000
Kepler-53 d,9.75196200,2.120,4.1900000
Kepler-530 b,39.30941904,3.010,5.7832000
Kepler-531 b,29.88485741,2.780,4.5608000
Kepler-532 b,12.92491623,2.570,2.6225000
Kepler-533 b,28.51120525,3.380,4.5784000
Kepler-534 b,15.95994513,2.240,4.3653000
Kepler-534 c,7.37868977,1.227,
Kepler-535 b,4.90332155,2.360,2.8699000
Kepler-536 b,1.82708230,3.100,1.9566600
Kepler-537 b,3.24755522,1.410,2.4836000
Kepler-538 b,81.73778000,2.215,
Kepler-539 b,125.63243000,8.373,
Kepler-54 b,8.01094340,2.100,3.4129000
Kepler-54 c,12.07172490,1.230,4.9738000
Kepler-54 d,20.99569400,1.530,2.6980000
Kepler-540 b,172.70497840,2.710,11.2793000
Kepler-541 b,5.08005848,3.360,5.2587000
Kepler-542 b,13.14497566,1.570,3.5964000
Kepler-543 b,13.89961966,2.500,3.5633000
Kepler-544 b,21.41616926,2.120,7.0890000
Kepler-545 b,13.24934059,2.690,4.4634000
Kepler-546 b,4.14702026,7.000,2.8969000
Kepler-547 b,6.01038429,4.000,2.2243000
Kepler-548 b,4.45419434,11.990,2.3198000
Kepler-549 b,42.94956490,2.570,5.3469000
Kepler-549 c,117.04049800,2.930,8.5450000
Kepler-549 d,24.61480613,4.200,2.6602000
Kepler-55 b,27.94814490,2.430,3.4932000
Kepler-55 c,42.15164180,2.210,5.0617000
Kepler-55 d,2.21109900,1.590,1.6440000
Kepler-55 e,4.61753400,1.550,2.1320000
Kepler-55 f,10.19854500,1.590,2.1730000
Kepler-550 b,8.60010411,4.420,4.0251000
Kepler-551 b,12.37646610,2.730,2.7534000
Kepler-552 b,5.26341577,3.950,2.1778000
Kepler-553 b,4.03046700,4.741,2.7761000
Kepler-553 c,328.24017000,11.579,12.2500000
Kepler-554 b,1.90220856,4.290,2.2077300
Kepler-555 b,16.21775407,2.830,4.9296000
Kepler-556 b,11.72292176,2.240,4.1750000
Kepler-557 b,3.70598955,2.670,5.1039000
Kepler-558 b,29.00790538,2.370,4.8259000
Kepler-559 b,17.58752333,3.610,4.3821000
Kepler-56 b,10.50160000,6.510,
Kepler-56 c,21.40239000,9.800,
Kepler-560 b,18.47764449,1.720,1.8777000
Kepler-561 b,58.36204950,6.960,6.2859000
Kepler-561 c,5.35016198,2.680,2.2430000
Kepler-562 b,18.00931444,5.210,4.9713000
Kepler-563 b,22.18432708,3.090,3.0563000
Kepler-564 b,3.75083228,4.630,1.9591300
Kepler-565 b,4.24374723,3.640,3.3680000
Kepler-566 b,18.42794624,2.150,2.8702000
Kepler-567 b,16.54297375,2.250,3.8725000
Kepler-568 b,11.02347475,2.260,1.4210000
Kepler-569 b,34.18890521,3.160,5.3184000
Kepler-57 b,5.72000000,3.135,
Kepler-57 c,11.60000000,2.196,
Kepler-570 b,4.30166200,2.450,2.0699000
Kepler-571 b,4.79859939,2.640,2.9979000
Kepler-572 b,17.20523483,2.580,3.6211000
Kepler-573 b,22.18329658,2.790,5.0606000
Kepler-574 b,7.65880414,2.390,3.0576000
Kepler-575 b,9.37891944,2.390,3.3044000
Kepler-576 b,29.91136794,3.270,6.8360000
Kepler-577 b,25.69578251,2.550,3.9289000
Kepler-578 b,1.61688370,2.000,1.5845000
Kepler-579 b,9.66857723,2.000,2.3709000
Kepler-58 b,10.21849540,2.780,4.3967000
Kepler-58 c,15.57415680,2.860,5.1013000
Kepler-58 d,40.10137100,2.940,5.4430000
Kepler-58 e,4.45814897,1.610,2.8670000
Kepler-580 b,8.22241966,2.570,2.7045000
Kepler-581 b,40.60698210,2.630,5.7190000
Kepler-582 b,18.49235668,3.680,3.5297000
Kepler-583 b,6.51002530,2.280,3.3302000
Kepler-584 b,35.18103040,4.210,7.3730000
Kepler-585 b,2.75235975,2.830,2.1154000
Kepler-586 b,2.10472218,2.790,1.7575000
Kepler-587 b,10.94027841,2.230,2.2868000
Kepler-588 b,4.22162536,2.630,2.8959000
Kepler-589 b,16.54964934,2.270,4.0043000
Kepler-589 c,3.52466011,1.117,
Kepler-59 b,11.86817070,1.100,5.9770000
Kepler-59 c,17.98012350,1.980,4.1249000
Kepler-590 b,5.85296257,4.020,4.6003000
Kepler-591 b,81.16942990,3.390,7.7090000
Kepler-592 b,2.82019241,2.390,2.5077000
Kepler-593 b,21.21708973,2.870,5.3643000
Kepler-594 b,13.64618192,2.180,3.3740000
Kepler-595 b,25.30290920,3.708,
Kepler-595 c,12.38602000,1.009,
Kepler-596 b,21.30022655,3.460,4.0882000
Kepler-597 b,13.02365861,2.370,3.9714000
Kepler-598 b,3.70175428,1.500,2.6262000
Kepler-598 c,86.49450000,3.024,
Kepler-599 b,15.65562652,2.840,4.1075000
Kepler-6 b,3.23469960,14.617,
Kepler-60 b,7.13340000,1.710,
Kepler-60 c,8.91870000,1.900,
Kepler-60 d,11.89810000,1.990,
Kepler-600 b,23.67517607,2.900,4.6120000
Kepler-601 b,5.37886844,1.900,2.7154000
Kepler-602 b,15.28469497,2.090,5.9010000
Kepler-603 b,21.05358596,2.650,7.2144000
Kepler-603 c,127.90757740,6.500,13.4980000
Kepler-603 d,6.21712920,1.320,3.7010000
Kepler-604 b,25.85501786,2.590,3.9263000
Kepler-605 b,3.38353807,1.440,1.4365000
Kepler-605 c,2.35895152,0.860,1.6330000
Kepler-606 b,24.31575992,3.310,4.1383000
Kepler-607 b,0.63816320,0.870,1.1839000
Kepler-607 c,39.67679977,2.760,
Kepler-608 b,6.41251504,3.640,5.3087000
Kepler-609 b,6.52121067,3.350,2.8091000
Kepler-61 b,59.87756000,2.150,4.8450000
Kepler-610 b,6.99692655,4.190,2.7377000
Kepler-610 c,151.86392000,3.300,8.6220000
Kepler-611 b,2.43703330,1.650,3.2010000
Kepler-612 b,3.72215641,2.840,1.9911000
Kepler-613 b,15.77979614,2.290,4.0334000
Kepler-614 b,14.03491514,2.390,3.5795000
Kepler-615 b,10.35584657,1.740,2.8121000
Kepler-616 b,9.99761851,2.430,3.2429000
Kepler-616 c,90.41135560,3.410,6.5230000
Kepler-616 d,51.06740189,2.653,
Kepler-617 b,1.68269615,1.320,1.3800000
Kepler-618 b,3.59576964,2.600,3.3249000
Kepler-619 b,5.40427220,3.160,2.4748000
Kepler-619 c,1.20846503,1.690,1.5105000
Kepler-619 d,11.67894236,4.170,1.2641000
Kepler-62 b,5.71493200,1.310,2.3100000
Kepler-62 c,12.44170000,0.540,3.0200000
Kepler-62 d,18.16406000,1.950,2.9700000
Kepler-62 e,122.38740000,1.610,6.9200000
Kepler-62 f,267.29100000,1.410,7.4600000
Kepler-620 b,12.91375431,3.320,6.0420000
Kepler-621 b,2.62811375,2.300,1.8548000
Kepler-622 b,14.28226676,2.130,2.7398000
Kepler-623 b,9.07097734,3.010,2.7085000
Kepler-624 b,14.58649607,2.310,4.0393000
Kepler-625 b,7.75192492,1.990,3.4849000
Kepler-625 c,4.16536510,1.050,3.2895000
Kepler-626 b,14.48585199,2.290,2.7143000
Kepler-627 b,40.69944430,3.730,7.2080000
Kepler-629 b,7.23858540,1.380,3.1069000
Kepler-63 b,9.43415050,6.110,2.9030000
Kepler-630 b,161.47439370,3.180,10.5980000
Kepler-631 b,17.97979059,2.900,5.6021000
Kepler-632 b,30.99660733,2.210,2.7959000
Kepler-633 b,8.50340718,1.630,2.8346000
Kepler-633 c,23.78319931,2.296,
Kepler-634 b,5.16950177,1.890,4.5070000
Kepler-635 b,23.44971004,2.640,8.6525000
Kepler-636 b,16.08066115,4.450,2.8707000
Kepler-637 b,23.20584623,4.750,4.2998000
Kepler-638 b,6.07972888,1.830,7.3431000
Kepler-639 b,10.21420496,2.380,5.8558000
Kepler-640 b,22.24813967,2.560,3.9565000
Kepler-641 b,9.48961571,1.850,3.5282000
Kepler-642 b,4.41745855,2.900,2.9563000
Kepler-643 b,16.33889626,10.160,9.3575000
Kepler-644 b,3.17391710,3.150,3.5066000
Kepler-645 b,3.27582262,2.100,2.9721000
Kepler-646 b,15.87364565,1.990,3.6124000
Kepler-647 b,16.22546490,1.170,6.4930000
Kepler-647 c,29.66630000,4.001,
Kepler-648 b,17.42117490,3.220,5.0323000
Kepler-649 b,29.90722674,2.260,4.8120000
Kepler-65 b,2.15491000,1.420,3.0770000
Kepler-65 c,5.85994400,2.580,3.9280000
Kepler-65 d,8.13123000,1.520,4.1000000
Kepler-650 b,3.03214559,2.960,3.6764000
Kepler-651 b,21.38521506,2.370,4.0311000
Kepler-652 b,4.18200253,2.490,2.2165000
Kepler-653 b,14.70748976,1.950,3.1584000
Kepler-653 c,0.90037648,0.780,1.3930000
Kepler-654 b,13.72465129,2.070,6.9296000
Kepler-655 b,46.40633580,2.710,6.9941000
Kepler-656 b,1.26025909,3.120,1.8742000
Kepler-656 c,5.25449393,1.410,3.0780000
Kepler-657 b,24.54350418,3.520,7.3096000
Kepler-658 b,1.28707676,1.630,1.5086000
Kepler-659 b,17.67179600,2.500,3.2554000
Kepler-66 b,17.81581500,2.800,
Kepler-660 b,9.27358194,2.570,3.3004000
Kepler-661 b,6.02930132,3.070,1.5798000
Kepler-662 b,21.67697486,2.180,3.1263000
Kepler-663 b,4.99678284,2.600,2.0900000
Kepler-664 b,2.52559332,2.660,1.5882000
Kepler-665 b,16.01310205,2.600,3.0654000
Kepler-666 b,4.49876092,2.400,3.8308000
Kepler-667 b,41.43962808,4.730,10.6468000
Kepler-668 b,8.35390639,2.700,2.2712000
Kepler-669 b,4.12554687,4.830,3.1389000
Kepler-67 b,15.72590000,2.940,
Kepler-670 b,2.81650485,13.180,2.5052200
Kepler-671 b,4.28095859,2.690,2.8753000
Kepler-672 b,38.37746230,2.500,5.5500000
Kepler-673 b,3.72873109,6.540,2.6734000
Kepler-674 b,2.24338185,1.690,1.0205000
Kepler-675 b,2.33743801,2.440,2.0140000
Kepler-676 b,11.59822172,3.040,2.6256000
Kepler-677 b,6.57531678,5.380,4.2837000
Kepler-678 b,7.27503724,5.140,7.5206000
Kepler-679 b,12.39358604,3.010,3.7222000
Kepler-68 b,5.39875259,2.357,
Kepler-68 c,9.60502700,0.979,
Kepler-680 b,3.68992629,2.420,2.6286000
Kepler-681 b,26.39435646,3.080,3.4785000
Kepler-682 b,12.61190667,7.370,5.1636000
Kepler-683 b,2.53918318,1.970,2.3830000
Kepler-684 b,6.77030201,3.360,1.9398000
Kepler-685 b,1.62552220,10.580,2.3878500
Kepler-686 b,1.59474546,12.150,1.9561000
Kepler-687 b,20.50586978,3.520,4.0602000
Kepler-688 b,3.89593684,9.760,2.3389000
Kepler-689 b,22.36656079,2.890,5.1510000
Kepler-69 b,13.72234100,2.240,
Kepler-69 c,242.46130000,1.710,
Kepler-690 b,7.74809437,5.950,3.5631000
Kepler-691 b,8.11437900,2.090,2.2580000
Kepler-692 b,21.81293494,3.110,4.3891000
Kepler-693 b,15.37563332,10.180,3.2673000
Kepler-694 b,6.36584161,2.800,2.9697000
Kepler-695 b,3.04033042,9.210,1.8394000
Kepler-696 b,4.19042557,6.140,2.8403000
Kepler-697 b,3.70987065,4.130,3.1000000
Kepler-698 b,16.32976218,3.680,6.3730000
Kepler-7 b,4.88548920,18.181,
Kepler-700 b,80.87206390,5.990,11.1140000
Kepler-701 b,10.35533177,2.840,3.4276000
Kepler-702 b,10.52629406,9.170,2.5212000
Kepler-703 b,4.58352176,8.200,2.7150000
Kepler-704 b,3.76182115,2.610,3.3906000
Kepler-705 b,56.05605380,2.110,4.5950000
Kepler-707 b,2.23749275,1.330,1.8241000
Kepler-708 b,3.16789194,2.930,2.1875000
Kepler-709 b,16.08524954,2.920,3.5655000
Kepler-710 b,4.34728553,1.880,2.0739000
Kepler-711 b,23.58914398,3.410,4.7592000
Kepler-712 b,21.02247699,3.410,4.0906000
Kepler-712 c,226.89047000,4.850,7.5250000
Kepler-713 b,7.41114100,2.480,2.4852000
Kepler-714 b,8.09888799,9.670,4.2147900
Kepler-715 b,10.00652995,3.750,5.2180000
Kepler-716 b,10.37168453,2.900,3.0479000
Kepler-716 c,3.96999000,1.393,
Kepler-717 b,4.40840023,2.420,4.9330000
Kepler-718 b,2.05234990,16.560,2.0801000
Kepler-719 b,5.00731778,8.520,4.2223000
Kepler-720 b,4.70832654,8.410,3.1745500
Kepler-721 b,5.39202539,2.640,2.9810000
Kepler-722 b,4.09357325,2.630,2.2856000
Kepler-722 c,105.14474900,2.820,7.2390000
Kepler-723 b,4.08227507,12.190,3.2379600
Kepler-724 b,3.31494634,3.290,1.7069000
Kepler-725 b,39.64317811,10.630,6.4663000
Kepler-726 b,21.80451088,3.260,3.3931000
Kepler-727 b,5.15448442,2.530,2.8866000
Kepler-728 b,5.74347727,3.340,3.4527000
Kepler-729 b,3.16635371,3.580,3.3039000
Kepler-730 b,6.49168281,12.330,4.3300000
Kepler-730 c,2.85188338,1.569,2.7600000
Kepler-731 b,3.85560355,13.880,3.2096900
Kepler-732 b,9.46781405,2.180,2.4437000
Kepler-732 c,0.89304124,1.270,1.1042000
Kepler-733 b,20.83424726,2.820,4.0748000
Kepler-734 b,6.10485286,3.560,4.6760000
Kepler-735 b,11.51516988,2.950,2.0189000
Kepler-736 b,3.60147201,2.930,2.5220000
Kepler-737 b,28.59915399,1.960,3.6632000
Kepler-738 b,24.58721573,2.500,3.8669000
Kepler-739 b,12.53248465,3.320,4.0098000
Kepler-74 b,7.34071100,10.760,3.0820000
Kepler-740 b,3.58410122,4.570,2.7445000
Kepler-741 b,7.03902374,2.970,3.8898000
Kepler-742 b,8.36086824,3.240,2.7016000
Kepler-743 b,3.17926292,1.210,1.0248000
Kepler-744 b,12.06222443,1.620,2.1007000
Kepler-745 b,9.93143556,2.160,5.6590000
Kepler-746 b,3.48159251,1.110,1.8389000
Kepler-747 b,35.61760587,5.270,8.4208000
Kepler-748 b,7.40742793,2.520,3.5804000
Kepler-749 b,17.31716585,3.100,3.1599000
Kepler-75 b,8.88491160,11.770,2.0778000
Kepler-750 b,9.42887179,3.070,4.4123000
Kepler-750 c,4.08899022,1.620,3.4650000
Kepler-751 b,17.44490636,2.460,4.0988000
Kepler-752 b,18.82747265,2.810,4.7320000
Kepler-753 b,5.74772501,1.910,1.8222000
Kepler-754 b,14.55962370,2.010,5.7600000
Kepler-755 b,1.26909037,1.760,1.5736000
Kepler-755 c,2.85313364,1.260,1.4352000
Kepler-756 b,1.22486632,1.120,1.7027000
Kepler-757 b,1.02267882,1.360,1.3395000
Kepler-758 b,12.10971040,2.480,5.8000000
Kepler-758 c,4.75793986,1.690,4.6770000
Kepler-758 d,20.49661970,2.120,6.3800000
Kepler-758 e,8.19347190,1.530,5.0470000
Kepler-759 b,41.80598500,2.270,6.1320000
Kepler-76 b,1.54492980,15.244,
Kepler-760 b,8.70419416,3.060,2.9741000
Kepler-760 c,2.46697439,1.480,1.5646000
Kepler-761 b,10.12804789,2.030,3.3632000
Kepler-762 b,3.77055210,12.680,3.8277000
Kepler-763 b,1.19655156,1.220,1.1901000
Kepler-763 c,4.09667624,1.420,2.1900000
Kepler-763 d,6.50327035,1.670,2.5910000
Kepler-764 b,7.33683936,1.640,3.5120000
Kepler-765 b,27.66552260,2.430,6.5080000
Kepler-766 b,6.10027804,3.390,4.7487000
Kepler-767 b,161.52801010,6.640,3.6935000
Kepler-768 b,11.39100250,1.790,2.2970000
Kepler-769 b,7.42608998,2.920,3.7017000
Kepler-769 c,15.98701740,1.790,4.2790000
Kepler-77 b,3.57878087,10.761,2.9337600
Kepler-770 b,18.92540274,2.300,3.7409000
Kepler-770 c,1.47532231,1.200,2.3260000
Kepler-770 d,4.15244722,1.400,2.5916000
Kepler-771 b,8.73485836,1.820,4.4440000
Kepler-772 b,12.99207337,1.820,5.9838000
Kepler-773 b,3.74910006,1.430,1.8438000
Kepler-774 b,11.08957230,3.170,6.3412000
Kepler-775 b,0.97486893,1.190,1.5975000
Kepler-776 b,4.89718784,1.280,1.7990000
Kepler-777 b,5.72812599,1.470,1.9804000
Kepler-778 b,3.75574426,1.680,2.2971000
Kepler-779 b,7.09714223,0.920,2.2440000
Kepler-78 b,0.35500745,1.201,
Kepler-780 b,0.67737516,0.890,1.8243000
Kepler-781 b,13.21407320,2.890,3.4241000
Kepler-782 b,158.68533080,3.210,11.6770000
Kepler-783 b,4.29264638,0.780,2.6220000
Kepler-783 c,7.05395000,2.332,
Kepler-784 b,31.59226460,1.580,13.8400000
Kepler-784 c,17.15723600,1.550,11.2840000
Kepler-785 b,1.97376093,13.020,1.8291600
Kepler-786 b,53.52934870,2.430,5.5770000
Kepler-787 b,0.92831050,1.280,1.3000000
Kepler-788 b,8.39846269,2.550,6.4880000
Kepler-789 b,8.63847725,2.120,5.4301000
Kepler-79 b,13.48450000,3.470,
Kepler-79 c,27.40290000,3.720,
Kepler-79 d,52.09020000,7.160,
Kepler-79 e,81.06590000,3.490,
Kepler-790 b,13.73469807,2.180,2.3574000
Kepler-791 b,14.55397590,3.050,6.2540000
Kepler-792 b,11.30119217,1.960,3.9800000
Kepler-793 b,4.24153639,1.370,3.1150000
Kepler-794 b,11.13125132,2.110,4.1751000
Kepler-795 b,29.61934210,1.680,4.9768000
Kepler-796 b,6.40087618,1.300,2.5038000
Kepler-797 b,27.07237711,2.170,6.9430000
Kepler-798 b,13.71933369,2.390,5.5426000
Kepler-799 b,133.46052350,6.880,11.6110000
Kepler-799 c,15.19419956,2.781,
Kepler-8 b,3.52249910,15.872,
Kepler-80 b,7.05246000,2.670,
Kepler-80 c,9.52355000,2.740,
Kepler-80 d,3.07222000,1.530,
Kepler-80 e,4.64489000,1.600,
Kepler-80 f,0.98678730,1.210,
Kepler-80 g,14.64558000,1.130,2.1200000
Kepler-800 b,14.13176026,2.850,3.8540000
Kepler-801 b,11.41928253,2.000,3.9867000
Kepler-802 b,40.05874730,3.540,5.5330000
Kepler-803 b,50.28638192,3.790,6.3668000
Kepler-804 b,14.37457351,1.940,4.7820000
Kepler-804 c,9.65185017,1.140,4.4570000
Kepler-805 b,30.86389310,2.890,8.4210000
Kepler-806 b,8.09219642,1.140,5.4550000
Kepler-808 b,0.63133235,1.460,1.1076000
Kepler-809 b,55.63934000,3.010,7.1190000
Kepler-81 b,5.95500000,2.420,
Kepler-81 c,12.04000000,2.370,
Kepler-81 d,20.83784600,1.210,2.5700000
Kepler-810 b,4.59725385,1.930,2.8230000
Kepler-811 b,23.58447697,2.700,5.4640000
Kepler-812 b,10.11716531,3.550,4.9390000
Kepler-813 b,19.12947337,2.140,3.7570000
Kepler-814 b,6.14698510,2.120,3.3920000
Kepler-815 b,8.57503552,4.110,8.5450000
Kepler-816 b,10.50682565,10.240,3.7432000
Kepler-817 b,3.99010623,9.030,2.4269000
Kepler-818 b,10.03538581,5.110,3.4185000
Kepler-819 b,33.19956480,2.760,5.0135000
Kepler-82 b,26.44000000,4.070,
Kepler-82 c,51.54000000,5.340,
Kepler-82 d,2.38296100,1.770,2.0260000
Kepler-82 e,5.90220600,2.470,2.8270000
Kepler-820 b,127.83380980,6.090,10.8773000
Kepler-821 b,1.92279873,1.310,1.9191000
Kepler-822 b,3.22296927,1.770,2.8575000
Kepler-823 b,4.16809082,1.570,2.7230000
Kepler-824 b,4.51436633,1.870,2.9560000
Kepler-825 b,3.77360059,1.530,2.6854000
Kepler-825 c,8.18182460,1.840,2.4596000
Kepler-826 b,4.48758907,1.250,2.8308000
Kepler-827 b,51.92927591,5.630,5.3083000
Kepler-828 b,0.56785714,1.510,0.9869000
Kepler-829 b,6.88337562,2.110,2.2442000
Kepler-83 b,9.77000000,2.830,
Kepler-83 c,20.09000000,2.360,
Kepler-83 d,5.16979600,1.940,2.1630000
Kepler-830 b,11.29695137,1.700,4.5830000
Kepler-831 b,5.62153941,1.270,2.3638000
Kepler-832 b,7.13969410,2.060,3.9290000
Kepler-833 b,18.75469980,2.020,3.0681000
Kepler-834 b,13.32388301,2.020,3.2768000
Kepler-835 b,11.41909375,2.790,4.3820000
Kepler-836 b,11.36112327,2.730,4.2053000
Kepler-837 b,16.56059504,2.560,2.2611000
Kepler-838 b,15.74957994,2.730,4.6942000
Kepler-839 b,37.81445140,2.570,8.5785000
Kepler-84 b,8.72600000,2.230,
Kepler-84 c,12.88300000,2.360,
Kepler-84 d,4.22453700,1.380,3.1720000
Kepler-84 e,27.43438900,2.600,5.1210000
Kepler-84 f,44.55216900,2.200,5.8600000
Kepler-841 b,124.41983980,5.230,3.6612000
Kepler-842 b,1.21956827,1.600,1.5672000
Kepler-843 b,2.05387982,2.590,2.1809000
Kepler-844 b,2.61302086,1.680,1.9300000
Kepler-845 b,0.92785982,2.040,1.4398000
Kepler-846 b,19.80792185,2.480,3.5240000
Kepler-847 b,2.34323190,1.180,2.0391000
Kepler-848 b,6.91134416,1.700,5.6555000
Kepler-849 b,394.62508000,8.082,24.0100000
Kepler-85 b,8.30000000,1.778,
Kepler-85 c,12.51000000,1.978,
Kepler-85 d,17.91323000,1.200,4.5100000
Kepler-85 e,25.21675100,1.270,4.0830000
Kepler-850 b,7.19303878,1.780,3.4350000
Kepler-851 b,8.50699658,1.680,3.0260000
Kepler-852 b,44.93098040,2.540,6.4980000
Kepler-853 b,7.16892463,1.690,4.5907000
Kepler-855 b,7.88663110,8.350,5.2190600
Kepler-856 b,8.02768059,9.300,3.1401000
Kepler-857 b,85.35129427,6.800,6.7568000
Kepler-858 b,76.13602028,4.870,7.9602000
Kepler-859 b,20.38177573,3.090,3.7429000
Kepler-860 b,5.10137945,3.240,2.5932000
Kepler-861 b,3.94963138,2.280,1.5788000
Kepler-862 b,3.14866453,2.210,2.1794000
Kepler-863 b,15.59461874,2.900,5.0872000
Kepler-864 b,5.83376092,2.400,3.8589000
Kepler-864 c,2.42150341,1.620,2.9650000
Kepler-865 b,14.16399294,2.490,4.3241000
Kepler-865 c,6.20920207,0.890,2.6370000
Kepler-866 b,2.61703254,1.630,2.0451000
Kepler-867 b,150.24212700,4.640,10.9790000
Kepler-868 b,5.03251791,2.050,3.3066000
Kepler-869 b,40.42877550,3.610,7.5530000
Kepler-87 b,114.73635000,13.490,
Kepler-87 c,191.23180000,6.140,
Kepler-870 b,21.35876210,2.780,5.9050000
Kepler-871 b,22.04590180,3.740,5.0600000
Kepler-872 b,2.57885507,1.990,2.3296000
Kepler-873 b,20.55338440,3.750,5.0988000
Kepler-874 b,40.06867270,3.940,6.0815000
Kepler-875 b,27.50737990,2.900,5.2390000
Kepler-876 b,5.14438011,1.430,2.7200000
Kepler-877 b,18.45847097,2.120,3.3077000
Kepler-878 b,25.94220330,1.930,4.0442000
Kepler-879 b,33.38559380,2.570,5.0514000
Kepler-880 b,7.71468975,2.660,4.2955000
Kepler-880 c,11.80617370,2.870,4.4720000
Kepler-881 b,4.44448017,1.780,3.3500000
Kepler-882 b,3.98953967,1.230,1.5403000
Kepler-883 b,12.98495573,1.780,3.4569000
Kepler-884 b,5.69919514,1.230,2.3878000
Kepler-885 b,18.11472949,2.500,5.2269000
Kepler-886 b,6.24146367,1.520,3.0771000
Kepler-887 b,20.42228798,1.840,6.1920000
Kepler-887 c,7.63846023,1.130,3.9710000
Kepler-888 b,70.69790610,1.760,6.6240000
Kepler-889 b,3.74443900,1.090,2.9492000
Kepler-890 b,52.75875577,8.890,6.6068000
Kepler-891 b,53.44945593,6.410,5.3228000
Kepler-892 b,13.75210720,2.810,2.7024000
