# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  5 16:20:36 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and pl_controv_flag = 0)
# CONSTRAINT:  order by pl_name asc
#
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN sy_dist:        Distance [pc]
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,pl_orbper,pl_rade,pl_masse,pl_eqt,sy_dist
HD 66428 c,HD 66428,1,2,0,Radial Velocity,10478.84437000,,560.64931,,53.2817000
HD 67087 b,HD 67087,1,2,0,Radial Velocity,352.20000000,,,,76.5217000
HD 67087 c,HD 67087,1,2,0,Radial Velocity,2374.00000000,,,,76.5217000
HD 6718 b,HD 6718,1,1,0,Radial Velocity,2496.00000000,,,,51.3444000
HD 68402 b,HD 68402,1,1,0,Radial Velocity,1103.00000000,,,,78.4293000
HD 6860 b,HD 6860,1,1,0,Radial Velocity,663.87000000,,,,61.1246900
HD 68988 b,HD 68988,1,2,0,Radial Velocity,6.27711000,,,,60.8447000
HD 68988 c,HD 68988,1,2,0,Radial Velocity,16000.00000000,,,,60.8447000
HD 69123 b,HD 69123,1,1,0,Radial Velocity,1193.30000000,,,,75.1160000
HD 69830 b,HD 69830,1,3,0,Radial Velocity,8.66700000,,,,12.5591000
HD 69830 c,HD 69830,1,3,0,Radial Velocity,31.56000000,,,,12.5591000
HD 69830 d,HD 69830,1,3,0,Radial Velocity,197.00000000,,,,12.5591000
HD 70573 b,HD 70573,1,1,0,Radial Velocity,851.80000000,,,,59.1820000
HD 70642 b,HD 70642,1,1,0,Radial Velocity,2124.54000000,,,,29.2760000
HD 7199 b,HD 7199,1,1,0,Radial Velocity,615.00000000,,,,36.1531000
HD 72490 b,HD 72490,1,1,0,Radial Velocity,858.00000000,,,,126.3390000
HD 72659 b,HD 72659,1,2,0,Radial Velocity,3549.39854000,,949.67128,,51.8949000
HD 72659 c,HD 72659,1,2,0,Radial Velocity,18207.72098000,,5977.08102,,51.8949000
HD 72892 b,HD 72892,1,1,0,Radial Velocity,39.44603000,,,,69.7311000
HD 73256 c,HD 73256,1,1,0,Radial Velocity,2690.00000000,,5085.25451,,36.7080000
HD 73267 b,HD 73267,1,2,0,Radial Velocity,1257.99159000,,1321.53052,,50.4093000
HD 73267 c,HD 73267,1,2,0,Radial Velocity,17071.78045000,,1630.77756,,50.4093000
HD 73344 b,HD 73344,1,1,0,Transit,15.61100000,2.884,10.48000,911,35.2600000
HD 73526 b,HD 73526,1,2,0,Radial Velocity,188.30000000,,,,97.2396000
HD 73526 c,HD 73526,1,2,0,Radial Velocity,379.10000000,,,,97.2396000
HD 73534 b,HD 73534,1,1,0,Radial Velocity,1750.00000000,,,,83.3321000
HD 73583 b,HD 73583,1,2,0,Transit,6.39804200,2.790,10.20000,714,31.5666000
HD 73583 c,HD 73583,1,2,0,Transit,18.87974000,2.390,9.70000,498,31.5666000
HD 74156 b,HD 74156,1,2,0,Radial Velocity,51.63564000,,,,57.6030000
HD 74156 c,HD 74156,1,2,0,Radial Velocity,2448.48726000,,2753.98315,,57.6030000
HD 7449 b,HD 7449,2,1,0,Radial Velocity,1270.55195000,,2597.92940,,38.6620000
HD 74698 b,HD 74698,1,2,0,Radial Velocity,15.01700000,,,,52.0648000
HD 74698 c,HD 74698,1,2,0,Radial Velocity,3449.00000000,,,,52.0648000
HD 75289 b,HD 75289,2,1,0,Radial Velocity,3.50927000,,,,29.1158000
HD 75302 b,HD 75302,1,1,0,Radial Velocity,4356.00000000,,1716.27340,,30.3288000
HD 75784 b,HD 75784,1,2,0,Radial Velocity,341.20000000,,,,85.4321000
HD 75784 c,HD 75784,1,2,0,Radial Velocity,7900.00000000,,,,85.4321000
HD 75898 b,HD 75898,1,1,0,Radial Velocity,422.90000000,,,,78.0505000
HD 76700 b,HD 76700,1,1,0,Radial Velocity,3.97097000,,,,60.8831000
HD 76920 b,HD 76920,1,1,0,Radial Velocity,415.89100000,,,,184.0310000
HD 77338 b,HD 77338,1,1,0,Radial Velocity,5.73610000,,,,45.9350000
HD 77946 b,HD 77946,1,1,0,Transit,6.52736300,2.896,10.90000,1129,99.4510000
HD 79181 b,HD 79181,1,1,0,Radial Velocity,273.10000000,,,,103.3350000
HD 7924 b,HD 7924,1,3,0,Radial Velocity,5.39792000,,,,16.9922000
HD 7924 c,HD 7924,1,3,0,Radial Velocity,15.29900000,,,584,16.9922000
HD 7924 d,HD 7924,1,3,0,Radial Velocity,24.45100000,,,499,16.9922000
HD 79498 b,HD 79498,2,1,0,Radial Velocity,1807.00000000,,,,48.9489000
HD 80606 b,HD 80606,2,1,0,Radial Velocity,111.43670000,11.994,1392.09540,,66.4711000
HD 80653 b,HD 80653,1,2,0,Transit,0.71957300,1.613,5.72000,2463,109.8600000
HD 80869 b,HD 80869,1,1,0,Radial Velocity,1752.92067000,,1609.80088,,85.3951000
HD 80883 b,HD 80883,1,1,0,Radial Velocity,6383.78352000,,1748.05624,,34.6011000
HD 80913 b,HD 80913,1,1,0,Radial Velocity,10839.83341000,,7505.20000,,61.3603000
HD 81040 b,HD 81040,1,1,0,Radial Velocity,1004.70000000,,2393.24790,,34.4341000
HD 81688 b,HD 81688,1,1,0,Radial Velocity,183.93000000,,,,85.7183000
HD 81817 b,HD 81817,1,2,0,Radial Velocity,1021.20159000,,7668.56380,,269.1260000
HD 81817 c,HD 81817,1,2,0,Radial Velocity,622.97802000,,,,269.1260000
HD 82886 b,HD 82886,1,1,0,Radial Velocity,705.00000000,,,,127.0610000
HD 82943 b,HD 82943,1,2,0,Radial Velocity,441.47000000,,534.25000,,27.5902000
HD 82943 c,HD 82943,1,2,0,Radial Velocity,220.07800000,,622.60300,,27.5902000
HD 8326 b,HD 8326,1,1,0,Radial Velocity,158.99100000,,,,30.6862000
HD 83443 b,HD 83443,1,2,0,Radial Velocity,2.98562800,,,,40.8991000
HD 83443 c,HD 83443,1,2,0,Radial Velocity,8241.00000000,,476.74261,,40.8991000
HD 8535 b,HD 8535,2,1,0,Radial Velocity,1313.00000000,,,,55.4401000
HD 85390 b,HD 85390,1,1,0,Radial Velocity,799.52000000,,,,33.5225000
HD 8574 b,HD 8574,1,1,0,Radial Velocity,227.00000000,,,,44.8264000
HD 86065 b,HD 86065,1,1,0,Radial Velocity,25775.78859000,,2877.30057,,40.3661000
HD 86081 b,HD 86081,2,1,0,Radial Velocity,2.13784310,,,,103.9360000
HD 86226 b,HD 86226,1,2,0,Radial Velocity,1628.00000000,,143.02350,176,45.6830000
HD 86226 c,HD 86226,1,2,0,Transit,3.98442000,2.160,7.25000,1311,45.6830000
HD 86264 b,HD 86264,1,1,0,Radial Velocity,1488.79123000,,3117.26102,,67.8107000
HD 8673 b,HD 8673,2,1,0,Radial Velocity,1644.69097000,,4210.59074,,37.8619000
HD 86950 b,HD 86950,1,1,0,Radial Velocity,1270.00000000,,,,209.8390000
HD 87646 b,HD 87646,3,1,0,Radial Velocity,13.48100000,,,,73.5835200
HD 87883 b,HD 87883,1,1,0,Radial Velocity,3309.22118000,,1719.13385,,18.2912000
HD 88072 b,HD 88072,1,1,0,Radial Velocity,18538.79293000,,2511.79790,,35.9098000
HD 88133 b,HD 88133,1,1,0,Radial Velocity,3.41488400,,,,73.6123000
HD 88986 b,HD 88986,1,1,0,Radial Velocity,146.05000000,2.490,17.20000,460,33.2673000
HD 89307 b,HD 89307,1,1,0,Radial Velocity,2166.00000000,,,,32.0104000
HD 89345 b,HD 89345,1,1,0,Transit,11.81430000,7.398,34.96130,1089,132.3450000
HD 89744 b,HD 89744,2,1,0,Radial Velocity,256.78000000,,,,38.6364000
HD 89839 b,HD 89839,1,1,0,Radial Velocity,3441.00000000,,1592.32032,,57.3063000
HD 90156 b,HD 90156,1,1,0,Radial Velocity,49.77000000,,,,21.9496000
HD 9174 b,HD 9174,1,1,0,Radial Velocity,1179.00000000,,,,81.4893000
HD 92788 b,HD 92788,1,2,0,Radial Velocity,325.80300000,,,,34.6538000
HD 92788 c,HD 92788,1,2,0,Radial Velocity,11611.29750000,,,,34.6538000
HD 93083 b,HD 93083,1,1,0,Radial Velocity,143.58000000,,,,28.5159000
HD 93351 b,HD 93351,1,2,0,Radial Velocity,2.45946000,,,,56.1630000
HD 93351 c,HD 93351,1,2,0,Radial Velocity,14010.29410000,,4154.01728,,56.1630000
HD 93385 b,HD 93385,1,3,0,Radial Velocity,7.34260000,,,,43.3475000
HD 93385 c,HD 93385,1,3,0,Radial Velocity,13.18000000,,,,43.3475000
HD 93385 d,HD 93385,1,3,0,Radial Velocity,45.85000000,,,,43.3475000
HD 93963 A b,HD 93963 A,2,2,0,Transit,1.03761090,1.470,2.80000,1842,82.3432000
HD 93963 A c,HD 93963 A,2,2,0,Transit,3.64513890,3.120,18.40000,1212,82.3432000
HD 9446 b,HD 9446,1,2,0,Radial Velocity,30.05200000,,,,50.3503000
HD 9446 c,HD 9446,1,2,0,Radial Velocity,192.90000000,,,,50.3503000
HD 94771 b,HD 94771,1,1,0,Radial Velocity,2164.00000000,,,,57.7807000
HD 94834 b,HD 94834,1,1,0,Radial Velocity,1576.00000000,,,,98.1609000
HD 95086 b,HD 95086,1,1,0,Imaging,,,1589.00000,1000,86.2279000
HD 95089 b,HD 95089,1,2,0,Radial Velocity,464.40000000,,,,136.9570000
HD 95089 c,HD 95089,1,2,0,Radial Velocity,1785.00000000,,,,136.9570000
HD 95127 b,HD 95127,1,1,0,Radial Velocity,482.00000000,,,,676.5790000
HD 95338 b,HD 95338,1,1,0,Radial Velocity,55.08700000,3.890,42.44000,385,36.9941000
HD 95544 b,HD 95544,1,1,0,Radial Velocity,2041.54152000,,1913.64484,,87.8049000
HD 95735 c,GJ 411,1,2,0,Radial Velocity,2946.00000000,,,,5.6757730
HD 95872 b,HD 95872,1,1,0,Radial Velocity,4375.00000000,,,,72.2195000
HD 96063 b,HD 96063,1,1,0,Radial Velocity,362.50000000,,,,140.0650000
HD 96127 b,HD 96127,1,1,0,Radial Velocity,647.29999000,,,,587.6590000
HD 96167 b,HD 96167,2,1,0,Radial Velocity,498.04000000,,,,85.3006000
HD 96700 b,HD 96700,1,3,0,Radial Velocity,8.12450000,,,,25.4111000
HD 96700 c,HD 96700,1,3,0,Radial Velocity,19.88000000,,,,25.4111000
HD 96700 d,HD 96700,1,3,0,Radial Velocity,103.50000000,,,,25.4111000
HD 96992 b,HD 96992,1,1,0,Radial Velocity,514.00000000,,,,396.0820000
HD 97037 b,HD 97037,1,1,0,Radial Velocity,6449.08337000,,6707.76853,,32.4130000
HD 97048 b,HD 97048,1,1,0,Disk Kinematics,,,794.57500,,183.8570000
HD 97658 b,HD 97658,1,1,0,Radial Velocity,9.48971160,2.120,8.30000,751,21.5618000
HD 98219 b,HD 98219,1,1,0,Radial Velocity,433.80000000,,,,113.7040000
HD 98649 b,HD 98649,1,1,0,Radial Velocity,5697.30430000,,2665.30902,,42.1727000
HD 98736 b,HD 98736,2,1,0,Radial Velocity,968.80000000,,,,32.4459000
HD 99109 b,HD 99109,1,1,0,Radial Velocity,439.29999000,,,,54.7901000
HD 99283 b,HD 99283,1,1,0,Radial Velocity,310.40000000,,,,111.0930000
HD 99492 b,HD 99492,2,2,0,Radial Velocity,17.05030000,,,,18.2038000
HD 99492 c,HD 99492,2,2,0,Radial Velocity,95.23300000,,,,18.2038000
HD 99706 b,HD 99706,1,2,0,Radial Velocity,841.00000000,,,,146.6000000
HD 99706 c,HD 99706,1,2,0,Radial Velocity,1278.00000000,,,,146.6000000
HIP 105854 b,HIP 105854,1,1,0,Radial Velocity,184.20000000,,,,78.6381000
HIP 107772 b,HIP 107772,1,1,0,Radial Velocity,55.19900000,,,,23.6434000
HIP 107773 b,HIP 107773,1,1,0,Radial Velocity,144.30000000,,,,105.1800000
HIP 109384 b,HIP 109384,1,1,0,Radial Velocity,499.48000000,,,,58.9582000
HIP 109600 b,HIP 109600,2,1,0,Radial Velocity,232.08000000,,,,66.3361000
HIP 113103 b,HIP 113103,1,2,0,Transit,7.61030300,1.829,,721,46.2122000
HIP 113103 c,HIP 113103,1,2,0,Transit,14.24564800,2.400,,585,46.2122000
HIP 114933 b,HIP 114933,1,1,0,Radial Velocity,1481.60000000,,,,101.7660000
HIP 116454 b,HIP 116454,2,1,0,Transit,9.10041570,2.469,9.70000,753,62.4491000
HIP 12961 b,HIP 12961,1,1,0,Radial Velocity,57.43500000,,,,23.3710000
HIP 14810 b,HIP 14810,1,3,0,Radial Velocity,6.67389200,,,,50.4800000
HIP 14810 c,HIP 14810,1,3,0,Radial Velocity,147.74700000,,,,50.4800000
HIP 14810 d,HIP 14810,1,3,0,Radial Velocity,981.80000000,,,,50.4800000
HIP 19976 b,HIP 19976,1,1,0,Radial Velocity,50.65905000,,,,40.2707000
HIP 21152 b,HIP 21152,2,1,0,Imaging,22000.00000000,,7627.88177,1300,43.4073000
HIP 29442 c,HD 42813,1,3,0,Radial Velocity,3.53795590,1.551,4.50000,1123,68.1920000
HIP 29442 d,HD 42813,1,3,0,Radial Velocity,6.42957500,1.538,5.14000,920,68.1920000
HIP 34222 b,HIP 34222,1,1,0,Radial Velocity,159.98600000,,,,22.8386000
HIP 35173 b,HIP 35173,1,1,0,Radial Velocity,41.51600000,,,,33.1562000
HIP 35965 b,HIP 35965,1,1,0,Radial Velocity,26125.56497000,,2589.98369,,50.1677000
HIP 38594 b,HIP 38594,2,2,0,Radial Velocity,60.72200000,,,,17.7886000
HIP 38594 c,HIP 38594,2,2,0,Radial Velocity,3477.76800000,,,,17.7886000
HIP 39017 b,HIP 39017,1,1,0,Imaging,31000.00000000,,7500.75041,,66.3217000
HIP 41378 b,HIP 41378,1,5,0,Transit,15.57209800,,,,106.2890000
HIP 41378 c,HIP 41378,1,5,0,Transit,31.70648000,,,,106.2890000
HIP 41378 d,HIP 41378,1,5,0,Transit,1114.00000000,,,,106.2890000
HIP 41378 e,HIP 41378,1,5,0,Transit,,,,,106.2890000
HIP 41378 f,HIP 41378,1,5,0,Transit,1084.00000000,,,,106.2890000
HIP 4845 b,HIP 4845,1,1,0,Radial Velocity,34.15000000,,,,21.0974000
HIP 48714 b,HIP 48714,1,1,0,Radial Velocity,17.81800000,,,,10.5298000
HIP 5158 b,HIP 5158,1,2,0,Radial Velocity,345.72000000,,,,51.6026000
HIP 5158 c,HIP 5158,1,2,0,Radial Velocity,9017.76000000,,,,51.6026000
HIP 54373 b,HIP 54373,1,2,0,Radial Velocity,7.76000000,,,,18.7168000
HIP 54373 c,HIP 54373,1,2,0,Radial Velocity,15.14400000,,,,18.7168000
HIP 54597 b,HIP 54597,1,1,0,Radial Velocity,3274.00000000,,762.78818,,39.7429000
HIP 55507 b,HIP 55507,1,1,0,Radial Velocity,5138.43727000,,2585.53409,,25.4893000
HIP 56640 b,HIP 56640,1,1,0,Radial Velocity,2675.57603000,,2151.69832,,122.3240000
HIP 57274 b,HIP 57274,1,3,0,Radial Velocity,8.13520000,,,,25.8618000
HIP 57274 c,HIP 57274,1,3,0,Radial Velocity,32.03000000,,,,25.8618000
HIP 57274 d,HIP 57274,1,3,0,Radial Velocity,431.70000000,,,,25.8618000
HIP 5763 b,HIP 5763,1,1,0,Radial Velocity,30.01400000,,,,31.9043000
HIP 63242 b,HIP 63242,1,1,0,Radial Velocity,124.60000000,,,,156.4560000
HIP 65 A b,HIP 65 A,2,1,0,Transit,0.98097340,22.754,1021.18779,1411,61.7856000
HIP 65407 b,HIP 65407,1,2,0,Radial Velocity,28.12500000,,,,61.7804000
HIP 65407 c,HIP 65407,1,2,0,Radial Velocity,67.30000000,,,,61.7804000
HIP 65426 b,HIP 65426,1,1,0,Imaging,,16.814,2860.47000,1500,108.8750000
HIP 65891 b,HIP 65891,1,1,0,Radial Velocity,1079.55726000,,1871.37366,,150.2920000
HIP 66074 b,HIP 66074,1,1,0,Astrometry,310.90000000,,1589.14204,,35.4438000
HIP 67522 b,HIP 67522,1,2,0,Transit,6.95947310,9.987,,1175,127.2800000
HIP 67522 c,HIP 67522,1,2,0,Transit,14.33489200,7.936,,917,127.2800000
HIP 67537 b,HIP 67537,1,1,0,Radial Velocity,2523.64713000,,4309.11754,,116.0460000
HIP 67851 b,HIP 67851,1,2,0,Radial Velocity,88.87622000,,,,64.1181000
HIP 67851 c,HIP 67851,1,2,0,Radial Velocity,3923.66090000,,2204.77566,,64.1181000
HIP 70849 b,HIP 70849,2,1,0,Radial Velocity,3649.00000000,,1430.22783,,24.0572000
HIP 71135 b,HIP 71135,1,1,0,Radial Velocity,87.19000000,,,,32.3311000
HIP 74890 b,HIP 74890,1,1,0,Radial Velocity,822.30000000,,,,78.6562000
HIP 75092 b,HIP 75092,1,1,0,Radial Velocity,926.40000000,,,,81.6696000
HIP 77900 b,HIP 77900,1,1,0,Imaging,,,6674.39655,2507,150.8620000
HIP 78530 b,HIP 78530,1,1,0,Imaging,,,7300.00000,2700,136.7590000
HIP 79098 AB b,HIP 79098 AB,2,1,0,Imaging,,,6515.51500,2450,145.7980000
HIP 79431 b,HIP 79431,1,1,0,Radial Velocity,111.70000000,,,,14.5324000
HIP 81208 C b,HIP 81208 C,3,1,0,Imaging,104100.00000000,,4703.86042,2050,147.5330000
HIP 8152 b,HIP 8152,1,2,0,Transit,10.75101400,2.536,8.90000,795,101.6940000
HIP 8152 c,HIP 8152,1,2,0,Transit,19.60562000,2.524,10.70000,651,101.6940000
HIP 8541 b,HIP 8541,2,2,0,Radial Velocity,1852.14387000,,2451.72833,,155.1210000
HIP 86221 b,HIP 86221,1,1,0,Radial Velocity,2.22400000,,,,29.4898000
HIP 90988 b,HIP 90988,1,1,0,Radial Velocity,455.73816000,,,,94.0349000
HIP 91258 b,HIP 91258,1,1,0,Radial Velocity,5.05050000,,,,45.8846000
HIP 94235 b,HIP 94235,2,1,0,Transit,7.71305700,3.000,379.00000,1060,58.5146000
HIP 948 b,HIP 948,1,1,0,Radial Velocity,24955.45756000,,6547.26518,,34.8523000
HIP 9618 b,HIP 9618,1,2,0,Transit,20.77285800,3.828,8.30000,641,67.5478000
HIP 9618 c,HIP 9618,1,2,0,Transit,52.56363000,3.429,7.00000,470,67.5478000
HIP 97166 b,HIP 97166,1,2,0,Transit,10.28891400,2.480,19.10000,702,65.9501000
HIP 97166 c,HIP 97166,1,2,0,Radial Velocity,16.43200000,,,,65.9501000
HIP 97233 b,HIP 97233,1,1,0,Radial Velocity,1062.26506000,,6098.17365,,102.2750000
HIP 99770 b,HIP 99770,1,1,0,Imaging,18600.00000000,,5117.03735,,40.0765000
HN Lib b,HN Lib,1,1,0,Radial Velocity,36.11600000,,,234,6.2444200
HN Peg b,HN Peg,1,1,0,Imaging,,11.777,6991.57000,,18.1186000
HR 2562 b,HR 2562,1,1,0,Imaging,,12.442,9534.90000,1200,34.0071000
HR 5183 b,HR 5183,2,1,0,Radial Velocity,27000.00000000,,,171,31.4607000
HR 810 b,HR 810,1,1,0,Radial Velocity,302.79999000,,,,17.3181000
HR 858 b,HR 858,2,3,0,Transit,3.58599000,2.085,,1572,31.9640000
HR 858 c,HR 858,2,3,0,Transit,5.97293000,1.939,,1326,31.9640000
HR 858 d,HR 858,2,3,0,Transit,11.23000000,2.164,,1075,31.9640000
HR 8799 b,HR 8799,1,4,0,Imaging,170000.00000000,13.000,2000.00000,,41.2441000
HR 8799 c,HR 8799,1,4,0,Imaging,69000.00000000,13.000,3000.00000,,41.2441000
HR 8799 d,HR 8799,1,4,0,Imaging,37000.00000000,13.000,3000.00000,,41.2441000
HR 8799 e,HR 8799,1,4,0,Imaging,,13.115,3178.30000,1150,41.2441000
HS Psc b,HS Psc,1,1,0,Radial Velocity,3.98600000,,,,37.6604000
IC 4651 9122 b,IC 4651 9122,1,1,0,Radial Velocity,734.00000000,,,,859.3240000
ITG 15 b,ITG 15 A,2,1,0,Imaging,,,6674.39655,2601,136.3700000
K2-10 b,K2-10,1,1,0,Transit,19.30440000,3.840,27.00000,,272.3600000
K2-100 b,K2-100,1,1,0,Transit,1.67390350,3.880,21.80000,1841,188.9590000
K2-101 b,K2-101,1,1,0,Transit,14.67624290,2.000,,618,188.3300000
K2-102 b,K2-102,1,1,0,Transit,9.91561500,1.300,,,188.1750000
K2-104 b,K2-104,1,1,0,Transit,1.97419540,1.790,,798,189.2890000
K2-105 b,K2-105,1,1,0,Transit,8.26699280,3.590,,928,197.9890000
K2-107 b,K2-107,1,1,0,Transit,3.31395900,15.980,,1649,685.2000000
K2-108 b,K2-108,1,1,0,Transit,4.73399900,5.330,,1360,477.2950000
K2-11 b,K2-11,1,1,0,Transit,39.93767000,7.550,,734,329.3090000
K2-110 b,K2-110,1,1,0,Transit,13.86375000,2.592,15.90000,638,116.4740000
K2-111 b,K2-111,1,2,0,Transit,5.35180000,1.820,5.58000,1309,200.3940000
K2-111 c,K2-111,1,2,0,Radial Velocity,15.68050000,,,,200.3940000
K2-113 b,K2-113,1,1,0,Transit,5.81768500,12.140,,1098,635.7220000
K2-114 b,K2-114,1,1,0,Transit,11.39093110,10.447,638.83510,701,475.7580000
K2-115 b,K2-115,1,1,0,Transit,20.27261500,12.060,,619,413.5910000
K2-116 b,K2-116,1,1,0,Transit,4.65541100,0.690,,,49.3855000
K2-117 b,K2-117,1,2,0,Transit,1.29160000,2.030,,868,101.6320000
K2-117 c,K2-117,1,2,0,Transit,5.44401700,2.060,,537,101.6320000
K2-118 b,K2-118,1,1,0,Transit,50.92092000,2.540,,,321.7220000
K2-119 b,K2-119,1,1,0,Transit,7.72728300,2.530,,666,365.5810000
K2-12 b,K2-12,1,1,0,Transit,8.28246000,2.440,5.20000,1026,326.3810000
K2-120 b,K2-120,1,1,0,Transit,9.56274200,2.010,,,
K2-121 b,K2-121,1,1,0,Transit,5.18575390,7.520,,738,169.3980000
K2-122 b,K2-122,2,1,0,Transit,2.21930230,1.160,,769,72.0444000
K2-123 b,K2-123,1,1,0,Transit,30.95152400,2.760,,338,161.5550000
K2-124 b,K2-124,1,1,0,Transit,6.41365100,2.900,,442,140.3850000
K2-125 b,K2-125,1,1,0,Transit,21.75026400,2.180,,,124.1560000
K2-126 b,K2-126,1,1,0,Transit,7.38565500,1.970,,601,102.9530000
K2-127 b,K2-127,1,1,0,Transit,3.58816300,8.370,,809,709.9990000
K2-128 b,K2-128,1,1,0,Transit,5.67581900,1.420,,,114.6370000
K2-129 b,K2-129,1,1,0,Transit,8.23949300,1.040,,,27.7957000
K2-13 b,K2-13,1,1,0,Transit,39.91488000,1.890,,511,342.3940000
K2-130 b,K2-130,1,1,0,Transit,2.49412000,1.250,,,118.0110000
K2-131 b,K2-131,1,1,0,Transit,0.36930380,1.690,7.90000,2223,152.5090000
K2-132 b,K2-132,1,1,0,Transit,9.17510000,14.572,155.73670,,609.8180000
K2-133 b,K2-133,1,4,0,Transit,3.07133000,1.340,,,75.1703000
K2-133 c,K2-133,1,4,0,Transit,4.86784000,1.603,,,75.1703000
K2-133 d,K2-133,1,4,0,Transit,11.02454000,2.003,,,75.1703000
K2-133 e,K2-133,1,4,0,Transit,26.58410000,1.730,,296,75.1703000
K2-136 b,K2-136,2,3,0,Transit,7.97520000,1.014,4.30000,610,59.2474000
K2-136 c,K2-136,2,3,0,Transit,17.30713000,3.000,18.10000,470,59.2474000
K2-136 d,K2-136,2,3,0,Transit,25.57500000,1.565,3.00000,420,59.2474000
K2-137 b,K2-137,1,1,0,Transit,0.17971900,0.640,,,98.8765000
K2-138 b,K2-138,1,6,0,Transit,2.35309000,1.510,3.10000,,202.5850000
K2-138 c,K2-138,1,6,0,Transit,3.56004000,2.299,6.31000,,202.5850000
K2-138 d,K2-138,1,6,0,Transit,5.40479000,2.390,7.92000,,202.5850000
K2-138 e,K2-138,1,6,0,Transit,8.26146000,3.390,12.97000,,202.5850000
K2-138 f,K2-138,1,6,0,Transit,12.75758000,2.904,1.63000,,202.5850000
K2-138 g,K2-138,1,6,0,Transit,41.96797000,3.013,4.32000,,202.5850000
K2-139 b,K2-139,1,1,0,Transit,28.38061900,9.110,,524,153.8560000
K2-14 b,K2-14,1,1,0,Transit,8.36802000,4.810,,488,364.0480000
K2-140 b,K2-140,1,1,0,Transit,6.56918800,13.563,295.58042,962,347.9170000
K2-141 b,K2-141,1,2,0,Transit,0.28032440,1.510,4.97000,2103,61.8736000
K2-141 c,K2-141,1,2,0,Transit,7.74850000,7.000,8.00000,695,61.8736000
K2-146 b,K2-146,1,2,0,Transit,2.64460000,2.050,5.77000,,79.3002000
K2-146 c,K2-146,1,2,0,Transit,4.00498000,2.190,7.49000,,79.3002000
K2-147 b,K2-147,1,1,0,Transit,0.96191800,0.730,,,90.5494000
K2-148 b,K2-148,2,3,0,Transit,4.38395000,1.330,,,124.4580000
K2-148 c,K2-148,2,3,0,Transit,6.92260000,1.730,,,124.4580000
K2-148 d,K2-148,2,3,0,Transit,9.75790000,1.640,,,124.4580000
K2-149 b,K2-149,1,1,0,Transit,11.33200000,1.640,,,123.6760000
K2-15 b,K2-15,1,1,0,Transit,11.81040000,2.480,,676,493.9920000
K2-150 b,K2-150,1,1,0,Transit,10.59357000,2.000,,,102.4830000
K2-151 b,K2-151,2,1,0,Transit,3.83547600,1.490,,566,69.4798000
K2-152 b,K2-152,1,1,0,Transit,32.64790000,2.290,,337,108.4490000
K2-153 b,K2-153,1,1,0,Transit,7.51574000,2.000,,497,143.1250000
K2-154 b,K2-154,1,2,0,Transit,3.67626000,1.990,,715,129.3560000
K2-154 c,K2-154,1,2,0,Transit,7.95486000,2.070,,552,129.3560000
K2-155 b,K2-155,1,3,0,Transit,6.34200000,1.800,,708,72.7998000
K2-155 c,K2-155,1,3,0,Transit,13.85000000,2.600,,583,72.7998000
K2-155 d,K2-155,1,3,0,Transit,40.71800000,1.900,,381,72.7998000
K2-156 b,K2-156,1,1,0,Transit,0.81314300,1.100,,,150.2100000
K2-157 b,K2-157,1,1,0,Transit,0.36526100,1.000,,,298.3730000
K2-158 b,K2-158,1,2,0,Transit,10.06049000,2.640,,794,197.2990000
K2-158 c,K2-158,1,2,0,Transit,5.90279000,1.280,,948,197.2990000
K2-159 b,K2-159,1,1,0,Transit,12.42205000,2.260,,684,170.9980000
K2-16 b,K2-16,1,3,0,Transit,7.61880000,2.020,,658,334.9670000
K2-16 c,K2-16,1,3,0,Transit,19.07863000,2.540,,485,334.9670000
K2-160 b,K2-160,1,1,0,Transit,3.70587100,3.178,,,315.3630000
K2-161 b,K2-161,1,1,0,Transit,9.28318800,6.117,,,916.3190000
K2-162 b,K2-162,1,1,0,Transit,9.45889000,1.440,,631,124.4330000
K2-163 b,K2-163,1,1,0,Transit,6.67311700,2.466,,,208.5290000
K2-164 b,K2-164,1,1,0,Transit,17.35506600,3.249,,,375.6700000
K2-165 b,K2-165,1,3,0,Transit,2.35499200,1.274,,,134.5910000
K2-165 c,K2-165,1,3,0,Transit,4.38274500,1.554,,,134.5910000
K2-165 d,K2-165,1,3,0,Transit,14.10136100,2.648,,,134.5910000
K2-166 b,K2-166,1,2,0,Transit,8.52695000,2.190,,1140,476.8820000
K2-167 b,K2-167,1,1,0,Transit,9.97748000,2.300,6.50000,1174,80.8994000
